"date","state","fips","cases","deaths","new_cases","new_deaths","days_since_death10","days_since_case100"
2020-03-20,"Nebraska",31,53,0,6,0,0,0
2020-03-21,"Nebraska",31,61,0,8,0,0,0
2020-03-22,"Nebraska",31,62,0,1,0,0,0
2020-03-23,"Nebraska",31,73,0,11,0,0,0
2020-03-24,"Nebraska",31,77,0,4,0,0,0
2020-03-25,"Nebraska",31,84,0,7,0,0,0
2020-03-26,"Nebraska",31,91,0,7,0,0,0
2020-03-27,"Nebraska",31,102,2,11,2,0,0
2020-03-28,"Nebraska",31,122,2,20,0,0,1
2020-03-29,"Nebraska",31,138,2,16,0,0,2
2020-03-30,"Nebraska",31,185,3,47,1,0,3
2020-03-31,"Nebraska",31,199,4,14,1,0,4
2020-04-01,"Nebraska",31,249,5,50,1,0,5
2020-04-02,"Nebraska",31,273,6,24,1,0,6
2020-04-03,"Nebraska",31,297,6,24,0,0,7
2020-04-04,"Nebraska",31,339,8,42,2,0,8
2020-04-05,"Nebraska",31,377,8,38,0,0,9
2020-04-06,"Nebraska",31,438,10,61,2,0,10
2020-04-07,"Nebraska",31,491,12,53,2,1,11
2020-04-08,"Nebraska",31,538,14,47,2,2,12
2020-04-09,"Nebraska",31,594,15,56,1,3,13
2020-04-10,"Nebraska",31,678,18,84,3,4,14
2020-04-11,"Nebraska",31,718,18,40,0,5,15
2020-04-12,"Nebraska",31,805,18,87,0,6,16
2020-04-13,"Nebraska",31,870,19,65,1,7,17
2020-04-14,"Nebraska",31,930,21,60,2,8,18
2020-04-15,"Nebraska",31,994,22,64,1,9,19
2020-04-16,"Nebraska",31,1094,24,100,2,10,20
2020-04-17,"Nebraska",31,1216,24,122,0,11,21
2020-04-18,"Nebraska",31,1348,28,132,4,12,22
2020-04-19,"Nebraska",31,1473,28,125,0,13,23
2020-04-20,"Nebraska",31,1646,33,173,5,14,24
2020-04-21,"Nebraska",31,1726,38,80,5,15,25
2020-04-22,"Nebraska",31,1826,42,100,4,16,26
2020-04-23,"Nebraska",31,2190,46,364,4,17,27
2020-04-24,"Nebraska",31,2474,50,284,4,18,28
2020-04-25,"Nebraska",31,2898,52,424,2,19,29
2020-04-26,"Nebraska",31,3126,54,228,2,20,30
2020-04-27,"Nebraska",31,3487,54,361,0,21,31
2020-04-28,"Nebraska",31,3613,56,126,2,22,32
2020-04-29,"Nebraska",31,3876,67,263,11,23,33
2020-04-30,"Nebraska",31,4332,70,456,3,24,34
2020-05-01,"Nebraska",31,4838,72,506,2,25,35
2020-05-02,"Nebraska",31,5332,75,494,3,26,36
2020-05-03,"Nebraska",31,5686,77,354,2,27,37
2020-05-04,"Nebraska",31,6123,78,437,1,28,38
2020-05-05,"Nebraska",31,6442,81,319,3,29,39
2020-05-06,"Nebraska",31,6771,85,329,4,30,40
2020-05-07,"Nebraska",31,7190,91,419,6,31,41
2020-05-08,"Nebraska",31,7830,92,640,1,32,42
2020-05-09,"Nebraska",31,8233,95,403,3,33,43
2020-05-10,"Nebraska",31,8328,97,95,2,34,44
2020-05-11,"Nebraska",31,8575,99,247,2,35,45
2020-05-12,"Nebraska",31,8732,102,157,3,36,46
2020-05-13,"Nebraska",31,9072,106,340,4,37,47
2020-05-14,"Nebraska",31,9411,117,339,11,38,48
2020-05-15,"Nebraska",31,9766,122,355,5,39,49
2020-05-16,"Nebraska",31,10220,129,454,7,40,50
2020-05-17,"Nebraska",31,10348,129,128,0,41,51
2020-05-18,"Nebraska",31,10625,132,277,3,42,52
2020-05-19,"Nebraska",31,10846,136,221,4,43,53
2020-05-20,"Nebraska",31,11119,141,273,5,44,54
2020-05-21,"Nebraska",31,11423,148,304,7,45,55
2020-05-22,"Nebraska",31,11661,149,238,1,46,56
2020-05-23,"Nebraska",31,11988,150,327,1,47,57
2020-05-24,"Nebraska",31,12133,153,145,3,48,58
2020-05-25,"Nebraska",31,12354,155,221,2,49,59
2020-05-26,"Nebraska",31,12618,160,264,5,50,60
2020-05-27,"Nebraska",31,12975,168,357,8,51,61
2020-05-28,"Nebraska",31,13260,170,285,2,52,62
2020-05-29,"Nebraska",31,13654,177,394,7,53,63
2020-05-30,"Nebraska",31,13905,177,251,0,54,64
2020-05-31,"Nebraska",31,14101,178,196,1,55,65
2020-06-01,"Nebraska",31,14345,183,244,5,56,66
2020-06-02,"Nebraska",31,14611,187,266,4,57,67
2020-06-03,"Nebraska",31,14866,189,255,2,58,68
2020-06-04,"Nebraska",31,15117,193,251,4,59,69
2020-06-05,"Nebraska",31,15379,193,262,0,60,70
2020-06-06,"Nebraska",31,15543,196,164,3,61,71
2020-06-07,"Nebraska",31,15634,196,91,0,62,72
2020-06-08,"Nebraska",31,15752,196,118,0,63,73
2020-06-09,"Nebraska",31,15888,199,136,3,64,74
2020-06-10,"Nebraska",31,16025,209,137,10,65,75
2020-06-11,"Nebraska",31,16315,217,290,8,66,76
2020-06-12,"Nebraska",31,16513,221,198,4,67,77
2020-06-13,"Nebraska",31,16634,221,121,0,68,78
2020-06-14,"Nebraska",31,16735,221,101,0,69,79
2020-06-15,"Nebraska",31,16860,226,125,5,70,80
2020-06-16,"Nebraska",31,17031,236,171,10,71,81
2020-06-17,"Nebraska",31,17226,239,195,3,72,82
2020-06-18,"Nebraska",31,17415,244,189,5,73,83
2020-06-19,"Nebraska",31,17591,249,176,5,74,84
2020-06-20,"Nebraska",31,17707,249,116,0,75,85
2020-06-21,"Nebraska",31,17810,252,103,3,76,86
2020-06-22,"Nebraska",31,17957,255,147,3,77,87
2020-06-23,"Nebraska",31,18091,262,134,7,78,88
2020-06-24,"Nebraska",31,18220,263,129,1,79,89
2020-06-25,"Nebraska",31,18346,266,126,3,80,90
2020-06-26,"Nebraska",31,18524,270,178,4,81,91
2020-06-27,"Nebraska",31,18775,271,251,1,82,92
2020-06-28,"Nebraska",31,18900,271,125,0,83,93
2020-06-29,"Nebraska",31,19064,273,164,2,84,94
2020-06-30,"Nebraska",31,19194,279,130,6,85,95
2020-07-01,"Nebraska",31,19325,282,131,3,86,96
2020-07-02,"Nebraska",31,19476,284,151,2,87,97
2020-07-03,"Nebraska",31,19660,285,184,1,88,98
2020-07-04,"Nebraska",31,19826,285,166,0,89,99
2020-07-05,"Nebraska",31,19937,285,111,0,90,100
2020-07-06,"Nebraska",31,20052,286,115,1,91,101
2020-07-07,"Nebraska",31,20205,287,153,1,92,102
2020-07-08,"Nebraska",31,20437,291,232,4,93,103
2020-07-09,"Nebraska",31,20658,294,221,3,94,104
2020-07-10,"Nebraska",31,20834,294,176,0,95,105
2020-07-11,"Nebraska",31,21035,296,201,2,96,106
2020-07-12,"Nebraska",31,21214,296,179,0,97,107
2020-07-13,"Nebraska",31,21444,298,230,2,98,108
2020-07-14,"Nebraska",31,21717,299,273,1,99,109
2020-07-15,"Nebraska",31,21979,302,262,3,100,110
2020-07-16,"Nebraska",31,22178,307,199,5,101,111
2020-07-17,"Nebraska",31,22361,308,183,1,102,112
2020-07-18,"Nebraska",31,22545,308,184,0,103,113
2020-07-19,"Nebraska",31,22637,308,92,0,104,114
2020-07-20,"Nebraska",31,22847,313,210,5,105,115
2020-07-21,"Nebraska",31,23190,313,343,0,106,116
2020-07-22,"Nebraska",31,23486,314,296,1,107,117
2020-07-23,"Nebraska",31,23818,318,332,4,108,118
2020-07-24,"Nebraska",31,24174,322,356,4,109,119
2020-07-25,"Nebraska",31,24412,322,238,0,110,120
2020-07-26,"Nebraska",31,24618,322,206,0,111,121
2020-07-27,"Nebraska",31,24899,322,281,0,112,122
2020-07-28,"Nebraska",31,25140,326,241,4,113,123
2020-07-29,"Nebraska",31,25448,331,308,5,114,124
2020-07-30,"Nebraska",31,25766,333,318,2,115,125
2020-07-31,"Nebraska",31,26211,338,445,5,116,126
2020-08-01,"Nebraska",31,26391,338,180,0,117,127
2020-08-02,"Nebraska",31,26702,338,311,0,118,128
2020-08-03,"Nebraska",31,26956,334,254,0,119,129
2020-08-04,"Nebraska",31,27178,339,222,5,120,130
2020-08-05,"Nebraska",31,27489,342,311,3,121,131
2020-08-06,"Nebraska",31,27821,347,332,5,122,132
2020-08-07,"Nebraska",31,28104,352,283,5,123,133
2020-08-08,"Nebraska",31,28245,353,141,1,124,134
2020-08-09,"Nebraska",31,28432,353,187,0,125,135
2020-08-10,"Nebraska",31,28696,354,264,1,126,136
2020-08-11,"Nebraska",31,29030,357,334,3,127,137
2020-08-12,"Nebraska",31,29244,359,214,2,128,138
2020-08-13,"Nebraska",31,29660,362,416,3,129,139
2020-08-14,"Nebraska",31,29988,363,328,1,130,140
2020-08-15,"Nebraska",31,30241,363,253,0,131,141
2020-08-16,"Nebraska",31,30372,363,131,0,132,142
2020-08-17,"Nebraska",31,30563,363,191,0,133,143
2020-08-18,"Nebraska",31,30825,370,262,7,134,144
2020-08-19,"Nebraska",31,31040,373,215,3,135,145
2020-08-20,"Nebraska",31,31348,377,308,4,136,146
2020-08-21,"Nebraska",31,31626,381,278,4,137,147
2020-08-22,"Nebraska",31,31780,382,154,1,138,148
2020-08-23,"Nebraska",31,31889,384,109,2,139,149
2020-08-24,"Nebraska",31,32047,384,158,0,140,150
2020-08-25,"Nebraska",31,32379,386,332,2,141,151
2020-08-26,"Nebraska",31,32727,390,348,4,142,152
2020-08-27,"Nebraska",31,33101,394,374,4,143,153
2020-08-28,"Nebraska",31,33436,399,335,5,144,154
2020-08-29,"Nebraska",31,33753,400,317,1,145,155
2020-08-30,"Nebraska",31,34046,400,293,0,146,156
2020-08-31,"Nebraska",31,34287,402,241,2,147,157
2020-09-01,"Nebraska",31,34574,405,287,3,148,158
2020-09-02,"Nebraska",31,34995,408,421,3,149,159
2020-09-03,"Nebraska",31,35469,410,474,2,150,160
2020-09-04,"Nebraska",31,35661,411,192,1,151,161
2020-09-05,"Nebraska",31,35805,415,144,4,152,162
2020-09-06,"Nebraska",31,35891,415,86,0,153,163
2020-09-07,"Nebraska",31,35975,415,84,0,154,164
2020-09-08,"Nebraska",31,36477,418,502,3,155,165
2020-09-09,"Nebraska",31,36917,434,440,16,156,166
2020-09-10,"Nebraska",31,37373,440,456,6,157,167
2020-09-11,"Nebraska",31,37841,449,468,9,158,168
2020-09-12,"Nebraska",31,38108,449,267,0,159,169
2020-09-13,"Nebraska",31,38188,449,80,0,160,170
2020-09-14,"Nebraska",31,38642,450,454,1,161,171
2020-09-15,"Nebraska",31,38970,451,328,1,162,172
2020-09-16,"Nebraska",31,39419,455,449,4,163,173
2020-09-17,"Nebraska",31,39921,457,502,2,164,174
2020-09-18,"Nebraska",31,40387,457,466,0,165,175
2020-09-19,"Nebraska",31,40797,457,410,0,166,176
2020-09-20,"Nebraska",31,41083,457,286,0,167,177
2020-09-21,"Nebraska",31,41388,464,305,7,168,178
2020-09-22,"Nebraska",31,41828,473,440,9,169,179
2020-09-23,"Nebraska",31,42278,477,450,4,170,180
2020-09-24,"Nebraska",31,42731,478,453,1,171,181
2020-09-25,"Nebraska",31,43162,483,431,5,172,182
2020-09-26,"Nebraska",31,43596,484,434,1,173,183
2020-09-27,"Nebraska",31,44063,485,467,1,174,184
2020-09-28,"Nebraska",31,44578,487,515,2,175,185
2020-09-29,"Nebraska",31,45044,493,466,6,176,186
2020-09-30,"Nebraska",31,45564,493,520,0,177,187
2020-10-01,"Nebraska",31,46185,497,621,4,178,188
2020-10-02,"Nebraska",31,46977,498,792,1,179,189
2020-10-03,"Nebraska",31,47403,503,426,5,180,190
2020-10-04,"Nebraska",31,47807,504,404,1,181,191
2020-10-05,"Nebraska",31,48259,509,452,5,182,192
2020-10-06,"Nebraska",31,48757,511,498,2,183,193
2020-10-07,"Nebraska",31,49396,516,639,5,184,194
2020-10-08,"Nebraska",31,50059,518,663,2,185,195
2020-10-09,"Nebraska",31,50168,522,109,4,186,196
2020-10-10,"Nebraska",31,51887,525,1719,3,187,197
2020-03-05,"Nevada",32,2,0,2,0,0,0
2020-03-06,"Nevada",32,2,0,0,0,0,0
2020-03-07,"Nevada",32,2,0,0,0,0,0
2020-03-08,"Nevada",32,4,0,2,0,0,0
2020-03-09,"Nevada",32,4,0,0,0,0,0
2020-03-10,"Nevada",32,4,0,0,0,0,0
2020-03-11,"Nevada",32,7,0,3,0,0,0
2020-03-12,"Nevada",32,11,0,4,0,0,0
2020-03-13,"Nevada",32,19,0,8,0,0,0
2020-03-14,"Nevada",32,21,0,2,0,0,0
2020-03-15,"Nevada",32,26,0,5,0,0,0
2020-03-16,"Nevada",32,45,1,19,1,0,0
2020-03-17,"Nevada",32,55,1,10,0,0,0
2020-03-18,"Nevada",32,82,1,27,0,0,0
2020-03-19,"Nevada",32,99,1,17,0,0,0
2020-03-20,"Nevada",32,165,2,66,1,0,0
2020-03-21,"Nevada",32,165,2,0,0,0,1
2020-03-22,"Nevada",32,190,2,25,0,0,2
2020-03-23,"Nevada",32,265,4,75,2,0,3
2020-03-24,"Nevada",32,315,6,50,2,0,4
2020-03-25,"Nevada",32,405,10,90,4,0,5
2020-03-26,"Nevada",32,535,10,130,0,1,6
2020-03-27,"Nevada",32,621,10,86,0,2,7
2020-03-28,"Nevada",32,738,14,117,4,3,8
2020-03-29,"Nevada",32,920,15,182,1,4,9
2020-03-30,"Nevada",32,1044,18,124,3,5,10
2020-03-31,"Nevada",32,1113,26,69,8,6,11
2020-04-01,"Nevada",32,1279,32,166,6,7,12
2020-04-02,"Nevada",32,1458,38,179,6,8,13
2020-04-03,"Nevada",32,1549,43,91,5,9,14
2020-04-04,"Nevada",32,1758,46,209,3,10,15
2020-04-05,"Nevada",32,1880,46,122,0,11,16
2020-04-06,"Nevada",32,1971,58,91,12,12,17
2020-04-07,"Nevada",32,2101,60,130,2,13,18
2020-04-08,"Nevada",32,2318,80,217,20,14,19
2020-04-09,"Nevada",32,2456,82,138,2,15,20
2020-04-10,"Nevada",32,2606,86,150,4,16,21
2020-04-11,"Nevada",32,2720,111,114,25,17,22
2020-04-12,"Nevada",32,2860,113,140,2,18,23
2020-04-13,"Nevada",32,3036,114,176,1,19,24
2020-04-14,"Nevada",32,3137,130,101,16,20,25
2020-04-15,"Nevada",32,3212,137,75,7,21,26
2020-04-16,"Nevada",32,3321,142,109,5,22,27
2020-04-17,"Nevada",32,3524,151,203,9,23,28
2020-04-18,"Nevada",32,3626,155,102,4,24,29
2020-04-19,"Nevada",32,3710,158,84,3,25,30
2020-04-20,"Nevada",32,3830,163,120,5,26,31
2020-04-21,"Nevada",32,3937,163,107,0,27,32
2020-04-22,"Nevada",32,4081,187,144,24,28,33
2020-04-23,"Nevada",32,4208,195,127,8,29,34
2020-04-24,"Nevada",32,4398,203,190,8,30,35
2020-04-25,"Nevada",32,4539,206,141,3,31,36
2020-04-26,"Nevada",32,4638,206,99,0,32,37
2020-04-27,"Nevada",32,4708,219,70,13,33,38
2020-04-28,"Nevada",32,4812,225,104,6,34,39
2020-04-29,"Nevada",32,4934,237,122,12,35,40
2020-04-30,"Nevada",32,5053,243,119,6,36,41
2020-05-01,"Nevada",32,5249,254,196,11,37,42
2020-05-02,"Nevada",32,5390,257,141,3,38,43
2020-05-03,"Nevada",32,5473,262,83,5,39,44
2020-05-04,"Nevada",32,5627,266,154,4,40,45
2020-05-05,"Nevada",32,5665,276,38,10,41,46
2020-05-06,"Nevada",32,5744,286,79,10,42,47
2020-05-07,"Nevada",32,5858,293,114,7,43,48
2020-05-08,"Nevada",32,5942,301,84,8,44,49
2020-05-09,"Nevada",32,6046,306,104,5,45,50
2020-05-10,"Nevada",32,6120,306,74,0,46,51
2020-05-11,"Nevada",32,6152,312,32,6,47,52
2020-05-12,"Nevada",32,6311,321,159,9,48,53
2020-05-13,"Nevada",32,6482,331,171,10,49,54
2020-05-14,"Nevada",32,6604,339,122,8,50,55
2020-05-15,"Nevada",32,6733,345,129,6,51,56
2020-05-16,"Nevada",32,6810,349,77,4,52,57
2020-05-17,"Nevada",32,6935,350,125,1,53,58
2020-05-18,"Nevada",32,7059,364,124,14,54,59
2020-05-19,"Nevada",32,7169,373,110,9,55,60
2020-05-20,"Nevada",32,7301,378,132,5,56,61
2020-05-21,"Nevada",32,7404,381,103,3,57,62
2020-05-22,"Nevada",32,7531,387,127,6,58,63
2020-05-23,"Nevada",32,7769,392,238,5,59,64
2020-05-24,"Nevada",32,7886,394,117,2,60,65
2020-05-25,"Nevada",32,7959,396,73,2,61,66
2020-05-26,"Nevada",32,8059,396,100,0,62,67
2020-05-27,"Nevada",32,8150,402,91,6,63,68
2020-05-28,"Nevada",32,8247,410,97,8,64,69
2020-05-29,"Nevada",32,8375,415,128,5,65,70
2020-05-30,"Nevada",32,8519,417,144,2,66,71
2020-05-31,"Nevada",32,8628,419,109,2,67,72
2020-06-01,"Nevada",32,8701,420,73,1,68,73
2020-06-02,"Nevada",32,8858,420,157,0,69,74
2020-06-03,"Nevada",32,8950,429,92,9,70,75
2020-06-04,"Nevada",32,9118,429,168,0,71,76
2020-06-05,"Nevada",32,9306,436,188,7,72,77
2020-06-06,"Nevada",32,9494,437,188,1,73,78
2020-06-07,"Nevada",32,9673,438,179,1,74,79
2020-06-08,"Nevada",32,9815,442,142,4,75,80
2020-06-09,"Nevada",32,10046,445,231,3,76,81
2020-06-10,"Nevada",32,10216,449,170,4,77,82
2020-06-11,"Nevada",32,10464,460,248,11,78,83
2020-06-12,"Nevada",32,10704,462,240,2,79,84
2020-06-13,"Nevada",32,10992,463,288,1,80,85
2020-06-14,"Nevada",32,11199,464,207,1,81,86
2020-06-15,"Nevada",32,11316,466,117,2,82,87
2020-06-16,"Nevada",32,11673,467,357,1,83,88
2020-06-17,"Nevada",32,11852,473,179,6,84,89
2020-06-18,"Nevada",32,12164,475,312,2,85,90
2020-06-19,"Nevada",32,12525,479,361,4,86,91
2020-06-20,"Nevada",32,12977,486,452,7,87,92
2020-06-21,"Nevada",32,13236,487,259,1,88,93
2020-06-22,"Nevada",32,13575,490,339,3,89,94
2020-06-23,"Nevada",32,14058,492,483,2,90,95
2020-06-24,"Nevada",32,14460,494,402,2,91,96
2020-06-25,"Nevada",32,14911,495,451,1,92,97
2020-06-26,"Nevada",32,15359,498,448,3,93,98
2020-06-27,"Nevada",32,16400,500,1041,2,94,99
2020-06-28,"Nevada",32,17187,500,787,0,95,100
2020-06-29,"Nevada",32,17971,505,784,5,96,101
2020-06-30,"Nevada",32,18582,507,611,2,97,102
2020-07-01,"Nevada",32,19151,512,569,5,98,103
2020-07-02,"Nevada",32,19871,525,720,13,99,104
2020-07-03,"Nevada",32,20878,530,1007,5,100,105
2020-07-04,"Nevada",32,21671,530,793,0,101,106
2020-07-05,"Nevada",32,22518,537,847,7,102,107
2020-07-06,"Nevada",32,22930,537,412,0,103,108
2020-07-07,"Nevada",32,23848,549,918,12,104,109
2020-07-08,"Nevada",32,24378,556,530,7,105,110
2020-07-09,"Nevada",32,25055,574,677,18,106,111
2020-07-10,"Nevada",32,25961,581,906,7,107,112
2020-07-11,"Nevada",32,26912,592,951,11,108,113
2020-07-12,"Nevada",32,27745,593,833,1,109,114
2020-07-13,"Nevada",32,28597,596,852,3,110,115
2020-07-14,"Nevada",32,29669,613,1072,17,111,116
2020-07-15,"Nevada",32,30587,619,918,6,112,117
2020-07-16,"Nevada",32,32024,627,1437,8,113,118
2020-07-17,"Nevada",32,33372,638,1348,11,114,119
2020-07-18,"Nevada",32,34606,647,1234,9,115,120
2020-07-19,"Nevada",32,35826,648,1220,1,116,121
2020-07-20,"Nevada",32,36805,650,979,2,117,122
2020-07-21,"Nevada",32,37605,680,800,30,118,123
2020-07-22,"Nevada",32,38759,705,1154,25,119,124
2020-07-23,"Nevada",32,40088,709,1329,4,120,125
2020-07-24,"Nevada",32,41013,722,925,13,121,126
2020-07-25,"Nevada",32,41993,733,980,11,122,127
2020-07-26,"Nevada",32,42919,734,926,1,123,128
2020-07-27,"Nevada",32,43880,739,961,5,124,129
2020-07-28,"Nevada",32,44991,760,1111,21,125,130
2020-07-29,"Nevada",32,45937,782,946,22,126,131
2020-07-30,"Nevada",32,47034,805,1097,23,127,132
2020-07-31,"Nevada",32,48142,831,1108,26,128,133
2020-08-01,"Nevada",32,49207,832,1065,1,129,134
2020-08-02,"Nevada",32,50270,833,1063,1,130,135
2020-08-03,"Nevada",32,51236,847,966,14,131,136
2020-08-04,"Nevada",32,52256,862,1020,15,132,137
2020-08-05,"Nevada",32,52919,891,663,29,133,138
2020-08-06,"Nevada",32,53705,901,786,10,134,139
2020-08-07,"Nevada",32,54633,920,928,19,135,140
2020-08-08,"Nevada",32,55481,949,848,29,136,141
2020-08-09,"Nevada",32,56278,959,797,10,137,142
2020-08-10,"Nevada",32,57022,963,744,4,138,143
2020-08-11,"Nevada",32,57608,982,586,19,139,144
2020-08-12,"Nevada",32,58132,999,524,17,140,145
2020-08-13,"Nevada",32,58812,1030,680,31,141,146
2020-08-14,"Nevada",32,59800,1045,988,15,142,147
2020-08-15,"Nevada",32,60648,1070,848,25,143,148
2020-08-16,"Nevada",32,61374,1074,726,4,144,149
2020-08-17,"Nevada",32,62022,1077,648,3,145,150
2020-08-18,"Nevada",32,62752,1102,730,25,146,151
2020-08-19,"Nevada",32,63127,1135,375,33,147,152
2020-08-20,"Nevada",32,63699,1175,572,40,148,153
2020-08-21,"Nevada",32,64573,1185,874,10,149,154
2020-08-22,"Nevada",32,65150,1197,577,12,150,155
2020-08-23,"Nevada",32,65678,1199,528,2,151,156
2020-08-24,"Nevada",32,66073,1200,395,1,152,157
2020-08-25,"Nevada",32,66515,1230,442,30,153,158
2020-08-26,"Nevada",32,66732,1250,217,20,154,159
2020-08-27,"Nevada",32,67324,1274,592,24,155,160
2020-08-28,"Nevada",32,67984,1287,660,13,156,161
2020-08-29,"Nevada",32,68576,1303,592,16,157,162
2020-08-30,"Nevada",32,68981,1305,405,2,158,163
2020-08-31,"Nevada",32,69318,1305,337,0,159,164
2020-09-01,"Nevada",32,69708,1313,390,8,160,165
2020-09-02,"Nevada",32,69927,1338,219,25,161,166
2020-09-03,"Nevada",32,70319,1366,392,28,162,167
2020-09-04,"Nevada",32,70783,1376,464,10,163,168
2020-09-05,"Nevada",32,71184,1390,401,14,164,169
2020-09-06,"Nevada",32,71711,1394,527,4,165,170
2020-09-07,"Nevada",32,72048,1394,337,0,166,171
2020-09-08,"Nevada",32,72165,1395,117,1,167,172
2020-09-09,"Nevada",32,72317,1414,152,19,168,173
2020-09-10,"Nevada",32,72620,1432,303,18,169,174
2020-09-11,"Nevada",32,72886,1441,266,9,170,175
2020-09-12,"Nevada",32,73291,1453,405,12,171,176
2020-09-13,"Nevada",32,73648,1454,357,1,172,177
2020-09-14,"Nevada",32,73889,1456,241,2,173,178
2020-09-15,"Nevada",32,74129,1484,240,28,174,179
2020-09-16,"Nevada",32,74377,1496,248,12,175,180
2020-09-17,"Nevada",32,74792,1509,415,13,176,181
2020-09-18,"Nevada",32,75153,1526,361,17,177,182
2020-09-19,"Nevada",32,75524,1528,371,2,178,183
2020-09-20,"Nevada",32,75914,1532,390,4,179,184
2020-09-21,"Nevada",32,76119,1531,205,0,180,185
2020-09-22,"Nevada",32,76376,1546,257,15,181,186
2020-09-23,"Nevada",32,76907,1556,531,10,182,187
2020-09-24,"Nevada",32,77338,1565,431,9,183,188
2020-09-25,"Nevada",32,77930,1573,592,8,184,189
2020-09-26,"Nevada",32,78464,1583,534,10,185,190
2020-09-27,"Nevada",32,78820,1585,356,2,186,191
2020-09-28,"Nevada",32,79313,1586,493,1,187,192
2020-09-29,"Nevada",32,79691,1594,378,8,188,193
2020-09-30,"Nevada",32,80084,1600,393,6,189,194
2020-10-01,"Nevada",32,80507,1603,423,3,190,195
2020-10-02,"Nevada",32,81285,1611,778,8,191,196
2020-10-03,"Nevada",32,81829,1623,544,12,192,197
2020-10-04,"Nevada",32,82134,1623,305,0,193,198
2020-10-05,"Nevada",32,82544,1624,410,1,194,199
2020-10-06,"Nevada",32,83036,1630,492,6,195,200
2020-10-07,"Nevada",32,83500,1639,464,9,196,201
2020-10-08,"Nevada",32,83971,1650,471,11,197,202
2020-10-09,"Nevada",32,84785,1658,814,8,198,203
2020-10-10,"Nevada",32,85463,1659,678,1,199,204
2020-03-02,"New Hampshire",33,1,0,1,0,0,0
2020-03-03,"New Hampshire",33,2,0,1,0,0,0
2020-03-04,"New Hampshire",33,2,0,0,0,0,0
2020-03-05,"New Hampshire",33,2,0,0,0,0,0
2020-03-06,"New Hampshire",33,2,0,0,0,0,0
2020-03-07,"New Hampshire",33,4,0,2,0,0,0
2020-03-08,"New Hampshire",33,4,0,0,0,0,0
2020-03-09,"New Hampshire",33,4,0,0,0,0,0
2020-03-10,"New Hampshire",33,5,0,1,0,0,0
2020-03-11,"New Hampshire",33,5,0,0,0,0,0
2020-03-12,"New Hampshire",33,6,0,1,0,0,0
2020-03-13,"New Hampshire",33,7,0,1,0,0,0
2020-03-14,"New Hampshire",33,7,0,0,0,0,0
2020-03-15,"New Hampshire",33,13,0,6,0,0,0
2020-03-16,"New Hampshire",33,17,0,4,0,0,0
2020-03-17,"New Hampshire",33,26,0,9,0,0,0
2020-03-18,"New Hampshire",33,39,0,13,0,0,0
2020-03-19,"New Hampshire",33,44,0,5,0,0,0
2020-03-20,"New Hampshire",33,55,0,11,0,0,0
2020-03-21,"New Hampshire",33,65,0,10,0,0,0
2020-03-22,"New Hampshire",33,78,0,13,0,0,0
2020-03-23,"New Hampshire",33,101,1,23,1,0,0
2020-03-24,"New Hampshire",33,108,1,7,0,0,1
2020-03-25,"New Hampshire",33,137,1,29,0,0,2
2020-03-26,"New Hampshire",33,158,1,21,0,0,3
2020-03-27,"New Hampshire",33,187,2,29,1,0,4
2020-03-28,"New Hampshire",33,214,2,27,0,0,5
2020-03-29,"New Hampshire",33,258,3,44,1,0,6
2020-03-30,"New Hampshire",33,314,3,56,0,0,7
2020-03-31,"New Hampshire",33,367,3,53,0,0,8
2020-04-01,"New Hampshire",33,415,4,48,1,0,9
2020-04-02,"New Hampshire",33,479,5,64,1,0,10
2020-04-03,"New Hampshire",33,540,7,61,2,0,11
2020-04-04,"New Hampshire",33,621,9,81,2,0,12
2020-04-05,"New Hampshire",33,669,9,48,0,0,13
2020-04-06,"New Hampshire",33,715,9,46,0,0,14
2020-04-07,"New Hampshire",33,747,13,32,4,0,15
2020-04-08,"New Hampshire",33,788,18,41,5,1,16
2020-04-09,"New Hampshire",33,819,21,31,3,2,17
2020-04-10,"New Hampshire",33,885,22,66,1,3,18
2020-04-11,"New Hampshire",33,929,23,44,1,4,19
2020-04-12,"New Hampshire",33,985,23,56,0,5,20
2020-04-13,"New Hampshire",33,1020,23,35,0,6,21
2020-04-14,"New Hampshire",33,1091,27,71,4,7,22
2020-04-15,"New Hampshire",33,1139,32,48,5,8,23
2020-04-16,"New Hampshire",33,1211,34,72,2,9,24
2020-04-17,"New Hampshire",33,1287,37,76,3,10,25
2020-04-18,"New Hampshire",33,1342,38,55,1,11,26
2020-04-19,"New Hampshire",33,1392,41,50,3,12,27
2020-04-20,"New Hampshire",33,1447,42,55,1,13,28
2020-04-21,"New Hampshire",33,1491,42,44,0,14,29
2020-04-22,"New Hampshire",33,1588,48,97,6,15,30
2020-04-23,"New Hampshire",33,1670,51,82,3,16,31
2020-04-24,"New Hampshire",33,1720,53,50,2,17,32
2020-04-25,"New Hampshire",33,1793,60,73,7,18,33
2020-04-26,"New Hampshire",33,1864,60,71,0,19,34
2020-04-27,"New Hampshire",33,1938,60,74,0,20,35
2020-04-28,"New Hampshire",33,2010,60,72,0,21,36
2020-04-29,"New Hampshire",33,2054,66,44,6,22,37
2020-04-30,"New Hampshire",33,2146,72,92,6,23,38
2020-05-01,"New Hampshire",33,2310,81,164,9,24,39
2020-05-02,"New Hampshire",33,2429,84,119,3,25,40
